trial_id,participant_id,chain_id,domain,message,chain_pos,condition,abstractions_lm,concrete_recipes_lm,positive_valence_lm,negative_valence_lm,policy_lm,dynamics_lm,avoidance_lm
288,235,25,decorations,"Cut soft objects with scissors and combine them before framing, try not to overcomplicate things though.",3.0,chain,True,False,False,False,True,False,True
289,233,6,cooking,Some real world application. cook raw foods. Cook veggies. i stpped at mixing 3 items. don't mix all foods.  start with stove then raw foods then veggies  leave off water and one thing.,3.0,chain,True,False,False,False,True,False,True
291,238,65,potions,"It was much harder to figure out the right combinations. I was only able to get 30 on some combinations. Don't overthink it too much.

Combining vial together, tend to be more reliable for generating points.",3.0,chain,False,False,False,True,True,True,False
292,234,4,cooking,Cook proteins and put everything else in water. Combine at maximum three items to get the best dish.,3.0,chain,True,False,False,False,True,False,False
293,233,78,potions,Combine only 2 ingredients that have both been successfully filtered or vialed (but not both),3.0,chain,True,False,False,False,True,False,False
294,235,79,potions,"Filter liquids and gasses, Vial solids for extracts. Only combine 1 type of item at a time dont mix 2 different types at once.",3.0,chain,True,False,False,False,True,False,False
295,238,32,decorations,"Scissors was more reliable. Combining scissors with ingredients produced more consistent positive points.

Scissors seemed to do better on softer objects. Using them on harder objects just seemed to result in negatives. Framing seemed very mixed in terms of results and often resulted in huge losses except when score was already high (60+).",3.0,chain,True,False,False,True,False,True,True
296,233,58,animals,I didn't good on this one.3 animals the toogle the 2 processes. I didn't do well.,3.0,chain,True,False,False,True,False,False,False
297,238,15,cooking,Combining stove with ingredients was more reliable for earning 20 points.,3.0,chain,True,False,True,False,False,True,False
298,234,80,potions,Use filters for liquids and gases. Use vial for anything that is solid. Combine the liquids or gases togther. Combine solids together.,3.0,chain,True,False,False,False,True,False,False
300,236,55,animals,You can individually get each creature high by doing mutant>growth>mutant>growth. After doing that you can combine up to 3 of them.,3.0,chain,True,False,False,False,True,True,False
302,235,8,cooking,"Make foods that make sense and dont overthink your choices, cook meats and vegetables, soak rice first and then cook",3.0,chain,True,False,False,False,True,False,True
303,238,42,animals,"Growth serum combined with ingredients tend to produce more positive points--
Combine like creatures together (small, medium, large)
Use the growth serum, but only once or twice.   Too often and you overdo it.  Mutation catalyst seems to immediately cause negatives.",3.0,chain,True,False,True,True,True,True,True
304,233,35,decorations,simply cut and frame items. do not include everything. be realistic,3.0,chain,False,False,False,False,True,False,True
305,241,14,cooking,"You should not add stove and water together. And also raw food are best for the stove. Items may be 0, but when combined they could equal a higher score.",3.0,chain,True,False,True,False,True,True,True
306,235,50,animals,"Combine the same landtypes and grow them then add 1 different land type animal, I wasnt able to get mutation to work. My highest was 30 pts",3.0,chain,True,False,False,True,True,True,False
307,236,77,potions,The best combo is 2 liquid and then put the filter on top of them.,3.0,chain,True,False,True,False,True,False,False
309,241,68,potions,"most liquids can be filtered, and solids can be extracted with vial. Do that first.. Similar themes go well together. (unicorn +rose or basilisk + batwing)",3.0,chain,True,False,False,False,True,True,False
310,236,19,cooking,"Don't cook twice, 3 combinations at most for the highest score",3.0,chain,False,False,False,False,True,False,True
311,241,23,decorations,Careful combining ingredients with frame. Use scissors with items that make sense. Cut flowers and ribbon before combining them.,3.0,chain,True,False,False,False,True,False,True
312,236,29,decorations,"Combine what would look nice as a picture on the wall. Do not use thread, it lowers your points. Just combine two ingredients you think would look nice together",3.0,chain,True,False,False,False,True,False,True
313,241,57,animals,It is more favorable in the long run to combine two animals that are from the same environment and not use the mutation. COMBINE,3.0,chain,True,False,False,False,True,False,True
315,247,71,potions,"I do not really have much advice. I didn't get many points. My best round was 60 points and that was when I just mixed things together excessively.

It was hard to find any combinations that produced good results. My best advice is to mix one tool with one ingredient, but don't mix two ingredients as this always resulted in negative points. The most I could get was 30 points which was by making an ingredient into a vial or filtering it.",3.0,chain,True,False,False,True,True,True,True
316,248,28,decorations,"Try to put things that make sense together.
Here are two trios that will gives you points for at least
two of the rounds (don't add anything else):
Frame + Scissors + Newspaper = 45 points
Scissors + Cardboard + Pinecone = 55 points

I didn't realize the notes were usable for the message at the end for the next person.  So another piece of advice is right down the best combos, duos and trios each round (if you find any 20 point or better) and put them on the scratch pad for your later use but also for the next person.",3.0,chain,False,True,True,False,True,False,False
317,245,31,decorations,Add a soft natural and soft artificial together for 30 then add scissors for a total of 80,3.0,chain,False,True,False,False,True,False,False
318,247,48,animals,A land + air + water animal and 1 or 2 growth always seemed to give me 40+. Struggled to get over 50. Mutation potion seemed to always leave me in the negative.,3.0,chain,True,False,False,True,True,False,True
319,245,3,cooking,"fish + lettuce + stove = 80
even this doesn't get you 80 add corn

beef+pepper+stove=80

beef+broccoli+bread+stove=80

egg+green bean+tortilla+stove+80

bacon+potato+corn+stove=80",3.0,chain,False,True,False,True,False,True,False
320,248,66,potions,"Filter for liquids and gases, Vial for solids.

Only mix two combined items together not 3.  

Only mix the ones with vials with ones with vials and ones with filters with the ones with filters.

Vial & Sunstone + Vial & Dandelion= 100 points
Filter & Ghostly Vapor + Filter & Honey = 100 points

Vial & Unicorn Horn + Vial & Obsidian = 100 points",3.0,chain,True,True,True,False,True,False,True
321,247,39,decorations,"Always frame last as combining something already framed will break the frame.
Don't do too much - it makes things overcomplicated and those combinations lose points.
Mixing one soft thing with one hard thing usually had good results. Framing it as the final touch always gave me 50 points..
Don't cut wood or hard things",3.0,chain,True,False,True,False,True,True,True
322,247,5,cooking,"Use stove on all ingredients. Ingredients that don't benefit from stove you can use water on. Combining 3  ingredients, then cooking them on the stove usually produced good results, scored 80 points on most rounds by doing this!",3.0,chain,True,False,True,False,True,True,False
323,245,54,animals,Do not use the mutation catalyst,3.0,chain,True,False,False,False,True,False,True
324,248,7,cooking,"Here are tips for several different rounds to maximize your points:  
Grab the beans but don't soak them, just cook them

Soak rice in water and then cook on stove

Then, combine the cooked beans with the soaked rice

Cook the bacon with stove. Then, put bread on TOP of bacon

Cook fish on stove. Then, add fresh mushrooms but don't cook them. Then, add corn on top of fish and mushroom

Cook egg on stove. Then cook potato separately with stove. Then, place potato on top of egg.

Cook beans, potatoes and mushrooms separately with stove. Then, place potatoes on top of beans. Then, place mushrooms on top of potatoes",3.0,chain,False,True,True,False,True,False,False
325,248,49,animals,avoid mutation catalyst and the trout and make sure you dont combine everything,3.0,chain,True,False,False,False,True,False,True
326,245,62,potions,"try this first

liquid mundane+filter

+

gas magical+filter=100

if top doesn't work try this

mundane+filter

+

magical+filter=100",3.0,chain,True,False,True,False,True,False,False
327,251,36,decorations,"Use 2 scissors on hard objects, 1 on soft. Then combine two and frame. Combine 2 natural soft then frame, or a natural soft and artificial hard for best results. Don't over complicate or keep adding more.",3.0,chain,True,False,True,False,True,False,True
329,258,24,decorations,Don't use the scissors on everything. Try out the frame and different ingredients.,3.0,chain,False,False,False,False,True,False,True
331,261,75,potions,Knowing what to mix is hard. Just be careful with filtering,3.0,chain,False,False,False,False,True,False,True
333,251,18,cooking,"water is useless. Also do not over complicate things. Only add things that make sense, it deducts points if you try to create anything new. Don't add too many ingredients",3.0,chain,True,False,False,True,True,True,True
334,251,63,potions,Use the vial on an ingredient. Do that again. Combine. Note some ingredient doesn't work with the vial.,3.0,chain,True,False,False,False,True,True,False
336,258,67,potions,"Filter non-solids. Vial the solids. Combine the ones that seem more alike. One filtered non-solid, and one vial of solid added together becomes a higher score. Bat wing extract plus basilisk venom, mushroom extract plus basilisk venom, mandrake root extract and frog leg and magical mushroom plus dragon extract combinations all give the highest score.",3.0,chain,True,True,True,False,True,True,False
337,252,72,potions,"Filter things that aren't solid and then combine those filtered items. Be very careful, i mean be conscious",3.0,chain,True,False,False,False,True,False,False
338,261,26,decorations,"1st user: Don't overmix!!! Use your best logic (cut paper, soft with soft, etc). 2nd user: Mixing isnt working well. Hard to figure combos. Cut items seem to match. Most i got was 50 using only cut items. Experiment with soft items so you can add feedback for the next person.",3.0,chain,True,False,False,True,True,True,True
341,251,45,animals,"Combine two of the four animals after aging them a few times (or max,) then with those two you combined add a couple mutations. Repeat for the other two animals left. Do not overcomplicate, you will get points deducted.",3.0,chain,True,False,False,False,True,False,True
344,261,51,animals,use first item. The growth serum works with everything,3.0,chain,True,False,False,False,True,True,False
345,269,13,cooking,"I couldn't find any combinations that gave me above 40. I made the following:
- cooked soaked tortilla  wrap
- cooked tomato omelette
- cooked bacon vegetable medley",3.0,chain,False,True,False,True,False,False,False
346,258,47,animals,"Mutation barely ever is good.  Also, putting growth serum on panda, whale, lion, kangaroo, snake, elephant. zebra or shark produces most points",3.0,chain,True,True,True,False,False,True,True
347,252,53,animals,"Knowing when to use the catalyst and the growth serum is very important. Mix around the options, even if you go negative for score.. maybe adding more will make the score higher hmmmmm",3.0,chain,True,False,False,False,True,False,False
350,252,11,cooking,Cook everything you use. Don't combine everything though. play safe,3.0,chain,True,False,False,False,True,False,True
351,261,20,cooking,"just cook things you normally would in real life
Don't cook soaked things. In fact, using water seems to be counterproductive.",4.0,chain,True,False,False,False,True,True,True
352,269,53,animals,"Knowing when to use the catalyst and the growth serum is very important. Mix around the options, even if you go negative for score.. maybe adding more will make the score higher hmmmmm",4.0,chain,True,False,False,False,True,False,False
354,258,16,cooking,"Cooking something twice doesn't make it better, and most times will make it negative. I tried making a BLT and it was marked as overcomplicated, so try and stick to only 3 ingredients mixed together. Cook the ingredients. beef or fish and vegatble mix give high points.",4.0,chain,True,False,False,True,True,True,True
355,252,39,decorations,"Always frame last as combining something already framed will break the frame.
Don't do too much - it makes things overcomplicated and those combinations lose points.
Mixing one soft thing with one hard thing usually had good results. Framing it as the final touch always gave me 50 points..
Don't cut wood or hard things. watch out",4.0,chain,True,False,False,False,True,True,True
356,269,29,decorations,Combine what would look nice as a picture on the wall. Just combine two or three ingredients you think would look nice together,4.0,chain,False,False,False,False,True,False,False
357,256,19,cooking,"Don't cook twice.

fire for vegetable = 20

fire for protien =20

water + fire for grain = 20

Combine no more than three for highest score.

Vegetable + grain + protein order seems to work best.

Not sure if order of combining makes a difference.",4.0,chain,True,True,False,False,True,True,True
358,269,77,potions,The best combo is 2 liquid and then put the filter on top of them or two solid and put the vial on top,4.0,chain,True,False,False,False,True,False,False
363,273,73,potions,"Put a filter on Luquids or Gases
Put a vial on solid items
Mix common items with one not common for 100

DO NOT MIX THE COMBINATIONS",4.0,chain,True,False,True,False,True,False,True
364,279,52,animals,You should use growth serum only once on each and just submit. . I got maybe around 5-15 but for the most part I really struggled with getting any points at all. Be experimental and you will earn more points.,3.0,chain,True,False,False,True,True,False,False
366,279,18,cooking,"water is useless. Also do not over complicate things. Only add things that make sense, it deducts points if you try to create anything new. Don't add too many ingredients",4.0,chain,True,False,False,True,True,True,True
369,281,50,animals,Combine animals (2 works best I've found). If you combine all animals they become overcomplicated resulting in a negative score. Mutate them twice. Some turn into leviathans. Some grow into super-mutants. You can grow animals before combining as well. The highest I scored was 50,4.0,chain,True,False,False,True,True,True,True
372,279,70,potions,"don't over-combine
don't combine similar elements (flowers and flowers) together. Use the filter it helps.",4.0,chain,True,False,False,False,True,False,True
373,279,21,decorations,"Group cut-able objects together and add scissors. Then group non cut-able objects together with frame.

Do not combine more than 2 objects before cutting or framing. If I had 3 cuttable items, I used one with a non cuttable item.
I put the hardest objects together or softest",4.0,chain,True,False,False,False,True,False,True
374,273,59,animals,"Combine only animals and non animals
Don't Use catalyst
Not really sure how this one works though",4.0,chain,True,False,False,False,True,False,True
377,273,10,cooking,"Two Veg + Stove = ?

Meat + Stove = ?

Mix the two from above

no bread

I can't get 100

This is what was prev said: ""This round was fun. Just make good dishes. As you would in real life from the pantry. / here's a recipe I thought was tasty: if you combine two vegs (in name not necc. tag?) cook them and combine with a cooked meat, that resulting medley is pretty fat score-wise, give it a wallop. Water didn't help""",4.0,chain,True,False,False,True,True,True,False
378,281,7,cooking,"Here are tips for several different rounds to maximize your points:

Grab the beans but don't soak them, just cook them

Soak rice in water and then cook on stove

Then, combine the cooked beans with the soaked rice

Cook the bacon with stove. Then, put bread on TOP of bacon

Cook fish on stove. Then, add fresh mushrooms but don't cook them. Then, add corn on top of fish and mushroom

Cook egg on stove. Then cook potato separately with stove. Then, place potato on top of egg.

Cook beans, potatoes and mushrooms separately with stove. Then, place potatoes on top of beans. Then, place mushrooms on top of potatoes.

You can combine ingredients to make stews.",4.0,chain,False,True,True,False,True,False,False
379,273,40,decorations,"cut hard things twice soft things once

artificial + natural then + frame

OR

soft artificial + soft natural + frame

Cut before combining.Always do the soft one first",3.0,chain,True,False,False,False,True,False,False
380,281,80,potions,"Use filters for liquids and gases. Use vial for anything that is solid. Combine the liquids or gases together. Combine solids together.

You can combine vials and filters. Sometimes they work and sometimes not. I haven't cracked the code.

If you combine all ingredients it will become overcomplicated resulting in a negative score

Magical and mundane do not go well together.",4.0,chain,True,False,False,False,True,True,True
381,285,4,cooking,"Cook proteins (fish/bacon) and put everything else in water to wash them then cook them. Next combine at maximum three items to get the best dish, at most times going to 4 items will bring you back to 0.",4.0,chain,False,False,True,False,True,True,False
382,281,38,decorations,"Adding the frame last seems to work best

Adding too many ingredients overcomplicates the items resulting in a negative score.

If you double frame items they will become ruined frames resulting in negative score.

If you cut soft items first score is larger

frame hard items and cut soft items",3.0,chain,True,False,False,True,True,True,True
383,275,13,cooking,"Combine two of the same type with one of the other type for the best score it seems, you can cook after combining the 3. Never water.",4.0,chain,True,False,True,False,True,False,True
384,285,28,decorations,"Try to put things that make sense together.
Here are two trios that will gives you points for at least
two of the rounds (don't add anything else):
Frame + Scissors + Newspaper = 45 points
Scissors + Cardboard + Pinecone = 55 points

Here are some combos I found to award a lot of points:

Frame, newspaper, scissors = 45

Cut newspaper, cut sunflower, add thread = threaded sunflower for 80 then add frame for 100 points

Cut leaf, cut ribbon, combine, then add frame for 100 points

Cut newspaper, cut yarn, combine, then add frame for 70 points

Cut newspaper, cut thread, combine, then add frame for 70 points

Combine paper and feather, use scissors to cut them, then add frame for 100 points",4.0,chain,False,True,True,False,True,False,False
386,275,78,potions,"Combine only 2 ingredients that have both been successfully filtered or vialed (but not both)

Combining 2 of the same type after filtering them gave me 80's at first but it stopped working after a while",4.0,chain,True,False,False,True,True,True,False
389,285,45,animals,"Combine two of the four animals after aging them a few times (or max,) then with those two you combined add a couple mutations. Repeat for the other two animals left. Do not overcomplicate, you will get points deducted.

Try to only grow or mutate animals 2 times, the third time will usually be too much.",4.0,chain,True,False,False,False,True,False,True
390,285,68,potions,"most liquids can be filtered, and solids can be extracted with vial. Do that first.. Similar themes go well together. (unicorn +rose or basilisk + batwing)

I got like 0 points on all of them bc I was overcomplicating them, you really only need 2 ingredients to get to 100. I found that these three recipes give a lot of points:

Filtered kraken ink and tree sap blend is 100 points, first filter tree sap, then filter kraken ink, then combine.

Filter honey nectar, then filter kraken ink, combine those two together for 100 points.

Filter kraken ink, vial unicorn extract, then combine those for 60 points",4.0,chain,False,True,True,True,True,False,True
392,291,31,decorations,Add a soft natural and soft artificial together for 30 then add scissors for a total of 80,4.0,chain,False,True,True,False,True,True,False
393,291,57,animals,It is more favorable in the long run to combine two animals that are from the same environment and not use the mutation. DO not use growth more than twice,4.0,chain,True,False,False,False,True,False,True
394,291,63,potions,Use the vial on an ingredient. Do that again. Combine. Note some ingredient doesn't work with the vial.,4.0,chain,False,False,False,False,True,True,False
395,291,3,cooking,"fish + lettuce + stove = 80
even this doesn't get you 80 add corn

beef+pepper+stove=80

beef+broccoli+bread+stove=80

egg+green bean+tortilla+stove+80

bacon+potato+corn+stove=80",4.0,chain,False,True,False,True,False,False,False
404,308,1,cooking,"Start with stove. Then drag 3 ingredients onto the stove: 1 veggie, 1 protein, and 1 grain. Don't include water and don't go over 3 ingredients.",4.0,chain,True,False,False,False,True,False,True
405,308,52,animals,"I struggled to find any real pattern here. Seemed like the more combinations I put in one round result in a lower score. I would just take two animals that live on different surfaces, put them together, and then take your 5 points and move on. Otherwise maybe you can crack the code better than me.",4.0,chain,False,False,False,True,True,True,True
406,309,27,decorations,"Cut the items before you combine and then frame it

artificial and natural soft together is high",4.0,chain,True,False,True,False,True,False,False
408,293,76,potions,"Choose 1 ingredient and then vial or filter, before choosing another ingredient. Filter works on gases and breath, vial is good for extracting liquids like from dandelions and mushrooms. If you have a negative score after mixing things together, try adding a vial again or a filter again. Sometimes it makes your score go up.",4.0,chain,True,False,False,False,True,True,False
409,308,38,decorations,"Add scissors first -> drag artificial, soft item to scissors -> drag new scissor to board -> drag natural, soft item to new scissors -> combine the two cut pieces -> drag frame onto combined two cut item -> Profit (100 points every time)",4.0,chain,True,True,True,False,True,False,False
411,309,79,potions,"Filter liquids and gasses, Vial solids for extracts. Only combine 1 type of item at a time dont mix 2 different types at once.

Solid mundane/magical combined with exact same is negative...but becomes positive when in a vial but not super high

Gas mundane with gas magical is negative initially but high when filtered

Solid mundane combined with solid magical is high when filtered",4.0,chain,True,False,False,False,True,True,True
413,308,61,potions,"I wasn't able to figure out the ideal mix. Spent the first few rounds overcomplicating and creating terrible negative scores. My advice?:
Add filter -> drag 1 gas or liquid onto filter -> take your 30 points and submit. 
Save yourself all the negative points from experimenting.",4.0,chain,True,False,True,True,True,True,True
415,309,17,cooking,"Try to combine ingredients that you would actually cook together.

3 cooked items is very positive ....... 1 veg, 2 protein or 2 veg 1 protein

Never add tortilla and wheat together",4.0,chain,True,False,True,False,True,True,True
416,314,64,potions,Filtered whispering wind and the amber filter will get you to 100. Use the filter for things that need filtering only.,4.0,chain,False,True,True,False,True,False,False
417,315,8,cooking,"Cook vegetables with water, and be careful when adding ingredients like raw eggs. Do not overcomplicate. If meals are already cooked, don't cook them again.",4.0,chain,True,False,False,False,True,True,True
418,309,56,animals,"Mutant will not do anything. Try combining those animals and use the growth serum instead.  Do 3 instead of 4 animals.

2 land + 1 air is only 25

air land water is 35 after growth serum

3 small with serum is only 20",4.0,chain,True,False,False,False,True,True,False
419,314,30,decorations,"Keep it simple and cut each item once. It should be equal to 25 individually. Once they are cut, combine them, and then frame them.",4.0,chain,True,False,False,False,True,False,False
421,314,15,cooking,Combine ingredients that can be cooked on the stove(tool) and make a meal afterwards (combine individual ingredients).,4.0,chain,True,False,False,False,True,False,False
422,315,42,animals,"Mutation catalyst is useless, and it never produced any positive points, no matter how i combined it. Growth serum should be used twice; the third time is already a risk.",4.0,chain,True,False,False,True,False,True,True
423,314,49,animals,Don't use the mutation catalyst. Don't combine everything.,4.0,chain,True,False,False,False,True,False,True
424,317,74,potions,"Vial for extract, filter for filter. Combine the best outcome extract with the best outcome filter for most of the highest-scoring results. There are some exceptions, such as one where 2 extracts can be combined.

It seemed like a lot worked here.  It will look bad, like -60, then add vial and it goes to 100",4.0,chain,True,False,True,False,False,True,False
425,315,67,potions,Filtered Morning Dew and filtered Ghostly Vapor produce 100 points. Filter non-solids and vial solids for maximum points.,4.0,chain,True,True,True,False,True,False,False
426,317,60,animals,Try different combinations and don't use the multiplier too often.,4.0,chain,True,False,False,False,True,False,True
427,315,36,decorations,"Once you frame the object, don't add anything else to it. it will take you straight into negative points territory.",4.0,chain,True,False,False,True,False,True,True
428,302,9,cooking,"Cook what you would eat. Just mix 2 or 3 ingredients only.

Don't cook wheat

Cooked Corn + Cooked fish+ Cooked potato= 100%",4.0,chain,True,True,True,False,True,False,True
429,317,11,cooking,Cook everything you use. Don't combine everything though. play safe,4.0,chain,True,False,False,False,True,False,True
431,320,66,potions,"Sort by liquids/gases or solids
Use Filter for liquids/gases. Use Vial for solids.

ONLY mix two combined items together not 3. 

Only mix the ones with vials with ones with vials and ones with filters with the ones with filters.",4.0,chain,True,False,False,False,True,False,False
432,317,40,decorations,"cut hard things twice soft things once

artificial + natural then + frame

OR

soft artificial + soft natural + frame

Cut before combining.Always do the soft one first",4.0,chain,False,False,False,False,True,False,False
433,321,5,cooking,"Use stove on all ingredients. Ingredients that don't benefit from stove you can use water on. Combining 3  ingredients, then cooking them on the stove usually produced good results, scored 80 points on most rounds by doing this!",4.0,chain,True,False,True,False,True,True,False
434,321,44,animals,Combine three animals that can work then mutate twice before finally adding growth serum.,4.0,chain,True,False,False,False,True,False,False
435,328,51,animals,Use the growth serum on the individual animals. It has a better effect the larger the animal is. The mutation catalyst seemed to hinder the growth serum's benefits. Do not use the serum on the combined animals if you did them individually or it could lessen the score.,4.0,chain,True,False,False,False,True,True,True
436,320,34,decorations,"Scissors on soft, never hard.

Combine two cut things.

Cut, Artificial + Cut, Natural = Best result.

Don't combine 3 things.

Probably don't combine two framed things.

Method not clear for this set :/",4.0,chain,True,False,True,False,True,False,True
437,321,26,decorations,"1st user: Don't overmix!!! Use your best logic (cut paper, soft with soft, etc). 2nd user: Mixing isnt working well. Hard to figure combos. Cut items seem to match. Most i got was 50 using only cut items. Experiment with soft items so you can add feedback for the next person.
3rd user: don't mix too much and try to match soft items together and hard items together.",4.0,chain,True,False,False,False,True,False,True
439,320,47,animals,"Pick 3 largest of each locale (air, land, water). Combine the 3. Grow, mutate, grow, mutate.",4.0,chain,True,False,False,False,True,False,False
440,322,32,decorations,"Scissors was more reliable. Combining scissors with ingredients produced more consistent positive points.

Scissors seemed to do better on softer objects. Using them on harder objects just seemed to result in negatives. Framing seemed very mixed in terms of results and often resulted in huge losses except when score was already high (60+).",4.0,chain,True,False,False,True,False,True,False
441,328,62,potions,"liquid, magical, filter= 30

liquid, magical, filtered + liquid filtered mundane = 100

Vial + solid mundane = 30

Vial + solid magical = 30

Vial + solid magical added to Vial + solid mundane = 100",4.0,chain,True,False,True,False,False,True,False
442,331,2,cooking,"cook things that would go together in real life, one at a time then combine. The stove is more successful.",4.0,chain,True,False,False,False,True,False,False
443,321,71,potions,"I do not really have much advice. I didn't get many points. My best round was 60 points and that was when I just mixed things together excessively.

It was hard to find any combinations that produced good results. My best advice is to mix one tool with one ingredient, but don't mix two ingredients as this always resulted in negative points. The most I could get was 30 points which was by making an ingredient into a vial or filtering it.",4.0,chain,True,False,False,True,True,True,True
444,322,41,animals,"don't over combine. 
just two animals are okay and they should animals that lives on land and air. choose two animals like the prompt stated",4.0,chain,True,False,False,False,True,False,True
445,322,75,potions,Knowing what to mix is hard. Just be careful with filtering was difficult though but be careful,4.0,chain,True,False,False,True,True,False,True
446,328,6,cooking,"Protein stove =20

3 veg combined= 20

3 veg + cooking= 60

stove + protein, veg, grain= 80",4.0,chain,False,True,False,False,True,True,False
448,331,23,decorations,Careful combining ingredients with frame. Use scissors with items that make sense. Cut flowers and ribbon before combining them.,4.0,chain,True,False,False,False,True,False,False
449,328,22,decorations,"Scissored natural + Scissored Artificial +frame= 100

Do not cut hard things.
Add the frame last.",4.0,chain,False,True,True,False,True,False,True
450,331,55,animals,You can individually get each creature high by doing mutant>growth>mutant>growth. After doing that you can combine up to 3 of them.,4.0,chain,True,False,False,False,True,True,False
451,333,33,decorations,do not use scissors on wood and rock. Use the scissors on the soft items each at a time then combine them at the end.,4.0,chain,True,False,False,False,True,False,True
453,333,54,animals,"Do not use the mutation catalyst. when you reach 15 points, start joining the animals",4.0,chain,False,False,False,False,True,False,True
454,333,43,animals,"Mix two animals before adding a serum, then add the serum. After adding the serum several times, add the serum to the third animal separately until it hits 15 points. Mix the two",4.0,chain,True,False,False,False,True,False,False
455,330,37,decorations,"Ingredients are divided between artificial, natural, soft, and hard. To reach 100 score, pick only two ingredients to work with, including one natural and one artificial. Cut each ingredient separately according to its hardness (one cut for soft, two cuts for hard). Then combine the two ingredients and frame them once. Do not use more than two ingredients, and do not frame twice.",4.0,chain,True,False,True,False,True,False,True
461,343,48,animals,Combining all the animals gives you lower score.,4.0,chain,False,False,False,True,False,True,False
462,342,35,decorations,Simply cut and frame items. Do not include everything. be realistic,4.0,chain,False,False,False,False,True,False,True
463,342,58,animals,I didn't good on this one.3 animals the toogle the 2 processes. I didn't do well.,4.0,chain,False,False,False,True,False,False,False
464,342,46,animals,"It is best to use growth serum before mutating
zebra shark growth serum",4.0,chain,True,True,True,False,True,True,False
465,343,25,decorations,Combine two soft items and cut with scissors.,4.0,chain,True,False,False,False,True,False,False
4,11,81,cooking,3 items combined and the stove worked best for me.,,individual,False,False,False,False,False,True,False
6,12,81,cooking,"If you use up all the ingredients you will most likely get ""overcomplicated"" and the score becomes zero. 

To cook rice you simply use the stove on rice, no need to use water. 

The highest I ever got in any round was 80 points, so I have no idea how to get 100. Good luck!",,individual,True,True,True,True,True,True,True
14,10,81,cooking,"Hello, I found the key to scoring high is using the tools ( grey background items) effectively since they give the biggest value increases.",,individual,True,False,True,False,True,True,False
19,17,84,potions,"Try not to worry about finding the right combination or you'll be playing this game forever. If you get any points, take them and walk away.",,individual,False,False,False,False,True,False,False
42,27,84,potions,"Try not to combine two already mixed elements, as many tend not to give points. Try combining two items and then combining them with one of the tools",,individual,True,False,False,False,True,False,False
48,31,82,decorations,Try adding items that makes sense . Don't add too many items,,individual,False,False,False,False,True,False,True
52,34,81,cooking,Leave one item out. If you use every ingredient it overcomplicates. Only cook each item 1 time.,,individual,True,False,False,False,True,False,True
55,35,84,potions,"It is very easy to get a score of 100 on each round.
First when you hover over the items you will see if they are a solid, gas, liquid and either magical or mudane.  And solids you should merge with the vial.  Any gas or liquids you should merge with the filter.  Then take one mudane item that is worth 30 points and one magical item worth 30 points and combine them and you will get a 100 point item.",,individual,True,False,True,False,True,True,False
59,36,84,potions,"to score 100 every time there is only one way. you first have to put each individual ingredient in a vial or filter it. If it is solid you HAVE to put it in a vial, but if it is gas or liquid, you HAVE to filter it. make sure one is mundane and one is magical. it does not matter if you use solid/liquid/gas, as long as one if mundane and one is magical after you filter it or vial it. once you have one filter/vialed mundane, and one filtered/vialed magical, you combine them together and it'll score 100. combining two magical or two mundane will score 60. combining more than two can drop the score because it becomes over complicated.",,individual,False,True,True,False,True,True,True
63,42,82,decorations,"Try cutting soft things and combining them twice. Don't combine things more than twice. For example: Paper and flower cut both, combine both after they are cut and frame it. Should land 100 points. I haven't figured out what to do with the hard items, but most soft things seem to be cut and combine for 50-80 points and then frame.
cut paper + cut sponge, cut paper+ cut feather, cut paper+ cut mushroom, etc. Just make sure to frame it after. Framing seems to add 20 pts to anything except from hard stuff, think it just damages the frame instead. Good luck!",,individual,True,False,True,False,True,True,True
64,44,82,decorations,"soft artificial + soft natural -> scissors -> frame = 100
soft artificial + soft artificial -> scissors -> frame = 80
soft artificial -> scissors -> frame = 45",,individual,True,True,True,False,True,False,False
70,48,83,animals,"Try to not put all your selections together right away,, sometimes the selections do not favor. Instead, try to add the serum to each before combining.",,individual,True,False,False,False,True,True,True
87,63,83,animals,Three animals + one growth serum seems to have the best results. Mutation seems to always make the hybrid negative.,,individual,True,False,False,True,False,True,True
91,65,84,potions,Combining plants and liquids with mandrake root usually works well.,,individual,False,True,True,False,True,False,False
92,69,81,cooking,"1 grain soaked and cooked, 1 protein cooked, 1 veg cooked =100 add protein last, use three types worth 20",,individual,False,True,True,False,True,False,False
93,67,84,potions,"Hello, Mix herb like ingredients and filter. This strategy worked the best for me. Good luck",,individual,True,False,True,False,True,False,False
96,76,81,cooking,Try as much as possible to use the stove with simple matching ingredients like meat with grains or veggies as it usually gives a score range between 40-60.,,individual,True,False,False,False,True,False,False
100,80,84,potions,"Take your time with figuring out the patterns, but it seems like combining a filtered item with a vialed item that is near or could easily combine would be worth trying out.",,individual,True,False,False,False,True,False,False
101,82,83,animals,"to yield a good score, choose the animals that are mostly compatible then add the growth serum. A case example is the one for elephant and shark, combine both of them then add a growth serum. While giraffe and panda and serum to both then combine .  Also for panda and lion, combine the add serum.",,individual,True,True,True,False,True,False,False
102,88,81,cooking,Just try not to overcomplicate things by mixing too many ingredients at one time,,individual,True,False,False,False,True,False,True
106,102,81,cooking,Look for blooms of 60s and 80s. Try setting up two plates. Keep chin up and get hungry!,,individual,False,False,True,False,True,False,False
